0.060000	0.480000	1
0.690000	1.120000	2
1.360000	1.740000	3
2.000000	2.320000	4
2.570000	3.000000	5
3.250000	3.760000	6
4.030000	4.500000	7
4.730000	5.200000	8
5.420000	5.880000	9
6.100000	6.580000	10
6.800000	7.260000	11
7.480000	7.950000	12
8.220000	8.560000	13
8.770000	9.340000	14
9.560000	9.930000	15
10.230000	10.890000	16
11.210000	11.580000	17
11.860000	12.140000	18
12.430000	12.770000	19
12.990000	13.380000	20
13.730000	14.100000	21
14.330000	14.720000	22
15.010000	15.340000	23
15.550000	15.980000	24
16.580000	17.070000	25
17.290000	18.400000	26
18.620000	19.340000	27
19.590000	20.150000	28
20.370000	20.820000	29
21.030000	21.490000	30
21.750000	22.210000	31
22.440000	22.900000	32
23.120000	23.690000	33
23.930000	24.380000	34
24.610000	25.120000	35
25.340000	25.800000	36
26.010000	26.340000	37
26.570000	27.050000	38
27.290000	27.690000	39
27.940000	28.410000	40
28.640000	29.140000	41
29.400000	29.770000	42
30.000000	30.360000	43
30.580000	31.080000	44
31.640000	32.040000	45
32.310000	32.730000	46
32.990000	33.460000	47
33.680000	34.340000	48
34.590000	34.920000	49
35.260000	35.650000	50
35.900000	36.340000	51
36.550000	36.970000	52
37.210000	37.620000	53
37.870000	38.270000	54
38.500000	38.940000	55
39.150000	39.570000	56
39.850000	40.330000	57
40.610000	40.950000	58
41.200000	41.680000	59
41.890000	42.370000	60
42.610000	43.130000	61
43.380000	43.820000	62
44.090000	44.580000	63
44.810000	45.310000	64
45.580000	46.190000	65
46.800000	47.260000	66
47.480000	48.030000	67
48.240000	48.590000	68
48.930000	49.380000	69
49.640000	50.210000	70
50.410000	50.890000	71
51.140000	51.500000	72
51.750000	52.110000	73
52.390000	52.790000	74
53.050000	53.410000	75
53.660000	54.030000	76
54.260000	54.650000	77
54.890000	55.300000	78
55.510000	55.980000	79
56.240000	56.710000	80
56.990000	57.350000	81
57.620000	58.020000	82
58.260000	58.720000	83
59.030000	59.400000	84
59.630000	60.080000	85
60.280000	60.870000	86
61.120000	61.580000	87
61.840000	62.320000	88
62.910000	63.360000	89
63.610000	64.000000	90
64.230000	64.780000	91
64.960000	65.340000	92
65.630000	66.060000	93
66.410000	66.920000	94
67.180000	67.670000	95
67.880000	68.370000	96
68.600000	69.040000	97
69.300000	69.600000	98
69.890000	70.350000	99
70.590000	71.010000	100
71.220000	71.670000	101
71.920000	72.490000	102
72.730000	73.200000	103
73.450000	73.870000	104
74.080000	74.560000	105
74.740000	75.210000	106
75.440000	75.830000	107
76.100000	76.540000	108
76.760000	77.100000	109
77.330000	77.810000	110
78.050000	78.450000	111
78.680000	79.140000	112
79.350000	79.700000	113
79.970000	80.420000	114
80.670000	81.080000	115
81.300000	81.720000	116
81.930000	82.360000	117
82.600000	83.030000	118
83.280000	83.600000	119
83.840000	84.290000	120
84.850000	85.260000	121
85.480000	86.060000	122
86.270000	86.960000	123
87.190000	87.670000	124
87.930000	88.460000	125
88.700000	89.050000	126
89.430000	89.730000	127
90.010000	90.440000	128
90.710000	91.160000	129
91.420000	91.890000	130
92.160000	92.550000	131
92.760000	93.150000	132
93.440000	93.890000	133
94.100000	94.620000	134
94.850000	95.400000	135
95.620000	96.010000	136
96.290000	96.730000	137
96.990000	97.230000	138
97.560000	98.040000	139
98.320000	98.800000	140
99.030000	99.510000	141
99.730000	100.150000	142
100.370000	100.380000	143
100.780000	101.340000	144
101.610000	101.960000	145
102.200000	102.640000	146
102.910000	103.280000	147
103.580000	103.910000	148
104.130000	104.690000	149
104.890000	105.240000	150
105.450000	105.940000	151
106.190000	106.750000	152
107.010000	107.600000	153
107.890000	108.370000	154
108.620000	109.220000	155
109.470000	109.820000	156
110.060000	110.670000	157
110.980000	111.290000	158
111.540000	111.890000	159
112.200000	112.610000	160
112.840000	113.300000	161
113.540000	113.960000	162
114.200000	114.680000	163
115.290000	115.740000	164
115.990000	116.390000	165
116.620000	117.120000	166
117.370000	117.760000	167
118.050000	118.480000	168
118.780000	119.250000	169
119.480000	120.000000	170
120.260000	120.760000	171
120.960000	121.450000	172
121.690000	122.130000	173
122.390000	122.700000	174
122.980000	123.430000	175
123.670000	124.100000	176
124.310000	124.760000	177
125.010000	125.580000	178
125.820000	126.300000	179
126.540000	126.960000	180
127.170000	127.610000	181
127.860000	128.310000	182
128.550000	128.920000	183
129.180000	129.610000	184
129.840000	130.170000	185
130.400000	130.910000	186
131.130000	131.530000	187
131.760000	132.220000	188
132.430000	132.780000	189
133.050000	133.500000	190
133.750000	134.150000	191
134.380000	134.790000	192
135.000000	135.440000	193
135.670000	136.120000	194
136.360000	136.670000	195
136.930000	137.350000	196
137.780000	138.300000	197
138.590000	138.930000	198
139.220000	139.660000	199
139.870000	140.280000	200
140.540000	140.880000	201
141.130000	141.520000	202
141.860000	142.410000	203
142.620000	143.110000	204
143.380000	143.860000	205
144.070000	144.560000	206
144.820000	145.300000	207
145.550000	146.110000	208
146.370000	146.900000	209
147.120000	147.590000	210
147.810000	148.280000	211
148.510000	148.940000	212
149.230000	149.540000	213
149.800000	150.220000	214
150.470000	150.890000	215
151.130000	151.560000	216
151.820000	152.240000	217
152.480000	152.930000	218
